"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"791","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-29 SLBC-May 17-nitorgen","Sample-Routine","Water",NA,2017-04-28,"13:05:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-SLBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.499","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-04-28,NA,NA,NA,NA,NA,"STORET",2017-04-28 19:05:00,NA,"Nitrogen Total ppm"
"792","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jan 28 2018 TotalN","Sample-Routine","Water",NA,2018-01-28,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.755","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-01-28,NA,NA,NA,NA,NA,"STORET",2018-01-28 18:00:00,NA,"Nitrogen Total mg/l"
"793","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-115-CLC-Mar 19-nitrogen","Sample-Routine","Water",NA,2019-03-15,"11:20:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.173","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-03-15,NA,NA,NA,NA,NA,"STORET",2019-03-15 17:20:00,NA,"Nitrogen Total ppm"
"794","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-146-RC-Sep 19-nitrogen","Sample-Routine","Water",NA,2019-09-08,"12:48:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.652","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-09-08,NA,NA,NA,NA,NA,"STORET",2019-09-08 18:48:00,NA,"Nitrogen Total ppm"
"795","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 August 1 2017 TotalN","Sample-Routine","Water",NA,2017-08-01,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.252","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-08-01,NA,NA,NA,NA,NA,"STORET",2017-08-01 18:00:00,NA,"Nitrogen Total mg/l"
"796","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-108-PFMC-Jan 19-nitrogen","Sample-Routine","Water",NA,2019-01-25,"10:33:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.365","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-01-25,NA,NA,NA,NA,NA,"STORET",2019-01-25 16:33:00,NA,"Nitrogen Total ppm"
"797","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-103-ECC-Nov 18-nitrogen","Sample-Routine","Water",NA,2018-11-30,"11:05:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.115","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-11-30,NA,NA,NA,NA,NA,"STORET",2018-11-30 17:05:00,NA,"Nitrogen Total ppm"
"798","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-86-PFMC-Jul 18-nitrogen","Sample-Routine","Water",NA,2018-07-19,"08:37:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.327","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-07-19,NA,NA,NA,NA,NA,"STORET",2018-07-19 14:37:00,NA,"Nitrogen Total ppm"
"799","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-88-PFMC-Aug 18-nitrogen","Sample-Routine","Water",NA,2018-08-08,"10:31:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.485","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-08-08,NA,NA,NA,NA,NA,"STORET",2018-08-08 16:31:00,NA,"Nitrogen Total ppm"
"800","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD3 Jun 23 2018 TotalN","Sample-Routine","Water",NA,2018-06-23,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD3",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.212","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-06-23,NA,NA,NA,NA,NA,"STORET",2018-06-23 18:00:00,NA,"Nitrogen Total mg/l"
"801","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD4 Dec 5 2017 TotalN","Sample-Routine","Water",NA,2017-12-05,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD4",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","5.6","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-12-05,NA,NA,NA,NA,NA,"STORET",2017-12-05 18:00:00,NA,"Nitrogen Total ppm"
"802","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jul 31 2015 TotalN","Sample-Routine","Water",NA,2015-07-31,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.675","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2015-07-31,NA,NA,NA,NA,NA,"STORET",2015-07-31 18:00:00,NA,"Nitrogen Total mg/l"
"803","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-111-SLBC-Fev 19-nitrogen","Sample-Routine","Water",NA,2019-02-04,"15:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-SLBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.485","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-02-04,NA,NA,NA,NA,NA,"STORET",2019-02-04 21:00:00,NA,"Nitrogen Total ppm"
"804","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD3 Jan 11 2018 TotalN","Sample-Routine","Water",NA,2018-01-11,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD3",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","2.066","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-01-11,NA,NA,NA,NA,NA,"STORET",2018-01-11 18:00:00,NA,"Nitrogen Total mg/l"
"805","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-39-PFMC-July 17-nitrogen","Sample-Routine","Water",NA,2017-07-11,"10:55:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.482","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-07-11,NA,NA,NA,NA,NA,"STORET",2017-07-11 16:55:00,NA,"Nitrogen Total ppm"
"806","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD4 Aug 18 2017 TotalN","Sample-Routine","Water",NA,2017-08-18,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD4",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.615","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-08-18,NA,NA,NA,NA,NA,"STORET",2017-08-18 18:00:00,NA,"Nitrogen Total ppm"
"807","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-33 RC-June 17-nitrogen","Sample-Routine","Water",NA,2017-06-09,"13:05:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.741","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-06-09,NA,NA,NA,NA,NA,"STORET",2017-06-09 19:05:00,NA,"Nitrogen Total ppm"
"808","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-62-CLC-Feb 18-nitrogen","Sample-Routine","Water",NA,2018-02-09,"11:52:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.079","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-02-09,NA,NA,NA,NA,NA,"STORET",2018-02-09 17:52:00,NA,"Nitrogen Total ppm"
"809","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-38-RC-July 17-nitrogen","Sample-Routine","Water",NA,2017-06-07,"12:34:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.867","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-06-07,NA,NA,NA,NA,NA,"STORET",2017-06-07 18:34:00,NA,"Nitrogen Total ppm"
"810","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-85-MCSBSC-Jul 18-nitrogen","Sample-Routine","Water",NA,2018-07-17,"12:14:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.025","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-07-17,NA,NA,NA,NA,NA,"STORET",2018-07-17 18:14:00,NA,"Nitrogen Total ppm"
"811","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-56-NBC- Nov 17- nitrogeno","Sample-Routine","Water",NA,2017-11-30,"10:03:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.631","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-11-30,NA,NA,NA,NA,NA,"STORET",2017-11-30 16:03:00,NA,"Nitrogen Total ppm"
"812","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-31 MCSBSC-May 17-nitrogen","Sample-Routine","Water",NA,2017-05-26,"12:50:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.494","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-05-26,NA,NA,NA,NA,NA,"STORET",2017-05-26 18:50:00,NA,"Nitrogen Total ppm"
"813","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-45-ECC-Aug 17-nitrogen","Sample-Routine","Water",NA,2017-08-21,"10:11:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.707","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-08-21,NA,NA,NA,NA,NA,"STORET",2017-08-21 16:11:00,NA,"Nitrogen Total ppm"
"814","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-26 NBCC-Apr 17-nitorgen","Sample-Routine","Water",NA,2017-04-14,"10:50:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.519","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-04-14,NA,NA,NA,NA,NA,"STORET",2017-04-14 16:50:00,NA,"Nitrogen Total ppm"
"815","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-82-PFMC-Jun 18-nitrogen","Sample-Routine","Water",NA,2018-06-28,"09:57:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.513","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-06-28,NA,NA,NA,NA,NA,"STORET",2018-06-28 15:57:00,NA,"Nitrogen Total ppm"
"816","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-32 NBC-June 17-nitrogen","Sample-Routine","Water",NA,2017-05-31,"10:55:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.345","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-05-31,NA,NA,NA,NA,NA,"STORET",2017-05-31 16:55:00,NA,"Nitrogen Total ppm"
"817","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-113-NBC-Fev 19-nitrogen","Sample-Routine","Water",NA,2019-02-18,"09:07:12","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.453","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-02-18,NA,NA,NA,NA,NA,"STORET",2019-02-18 15:07:12,NA,"Nitrogen Total ppm"
"818","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-79-RC-Jun 18-nitrogen","Sample-Routine","Water",NA,2018-06-01,"14:08:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.779","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-06-01,NA,NA,NA,NA,NA,"STORET",2018-06-01 20:08:00,NA,"Nitrogen Total ppm"
"819","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-27 ECC-Apr 17-nitorgen","Sample-Routine","Water",NA,2017-04-18,"13:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.421","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-04-18,NA,NA,NA,NA,NA,"STORET",2017-04-18 19:00:00,NA,"Nitrogen Total ppm"
"820","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-135-SLBC-Jun 19-nitrogen","Sample-Routine","Water",NA,2019-06-21,"11:46:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-SLBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.669","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-06-21,NA,NA,NA,NA,NA,"STORET",2019-06-21 17:46:00,NA,"Nitrogen Total ppm"
"821","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-59- MCSBSC- Dec 17-nitrogen","Sample-Routine","Water",NA,2017-12-19,"11:34:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.258","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-12-19,NA,NA,NA,NA,NA,"STORET",2017-12-19 17:34:00,NA,"Nitrogen Total ppm"
"822","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-15 PFMC-Jan 16-Nitrogen","Sample-Routine","Water",NA,2017-01-27,"11:05:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.476","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-01-27,NA,NA,NA,NA,NA,"STORET",2017-01-27 17:05:00,NA,"Nitrogen Total ppm"
"823","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-1 PFMC-Oct 16-Nitrogen","Sample-Routine","Water",NA,2016-10-11,"09:35:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.471","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-10-11,NA,NA,NA,NA,NA,"STORET",2016-10-11 15:35:00,NA,"Nitrogen Total ppm"
"824","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-128-PFMC-May 19-nitrogen","Sample-Routine","Water",NA,2019-05-23,"10:12:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.269","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-05-23,NA,NA,NA,NA,NA,"STORET",2019-05-23 16:12:00,NA,"Nitrogen Total ppm"
"825","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-8 CC-Dec 16-Nitrogen","Sample-Routine","Water",NA,2016-12-01,"14:10:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.238","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-12-01,NA,NA,NA,NA,NA,"STORET",2016-12-01 20:10:00,NA,"Nitrogen Total ppm"
"826","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-23 NBC-Mar 17-nitorgen","Sample-Routine","Water",NA,2017-03-24,"11:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.267","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-03-24,NA,NA,NA,NA,NA,"STORET",2017-03-24 17:30:00,NA,"Nitrogen Total ppm"
